C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\center_2023_03_23_00_37_14_323.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\left_2023_03_23_00_37_14_323.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\right_2023_03_23_00_37_14_323.jpg, 0, 0, 0, 4.056698
C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\center_2023_03_23_00_37_14_428.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\left_2023_03_23_00_37_14_428.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\right_2023_03_23_00_37_14_428.jpg, 0, 0, 0, 4.007898
C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\center_2023_03_23_00_37_14_549.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\left_2023_03_23_00_37_14_549.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\right_2023_03_23_00_37_14_549.jpg, 0, 0, 0, 3.959684
C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\center_2023_03_23_00_37_14_650.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\left_2023_03_23_00_37_14_650.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\right_2023_03_23_00_37_14_650.jpg, 0, 0.300576, 0, 4.176597
C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\center_2023_03_23_00_37_14_753.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\left_2023_03_23_00_37_14_753.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\right_2023_03_23_00_37_14_753.jpg, 0, 0.6103683, 0, 4.735062
C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\center_2023_03_23_00_37_14_874.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\left_2023_03_23_00_37_14_874.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\right_2023_03_23_00_37_14_874.jpg, -0.36141, 0.9717783, 0, 5.831427
C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\center_2023_03_23_00_37_14_986.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\left_2023_03_23_00_37_14_986.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\right_2023_03_23_00_37_14_986.jpg, -0.3442707, 1, 0, 7.167563
C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\center_2023_03_23_00_37_15_089.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\left_2023_03_23_00_37_15_089.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\right_2023_03_23_00_37_15_089.jpg, -0.03261301, 1, 0, 8.30035
C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\center_2023_03_23_00_37_15_214.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\left_2023_03_23_00_37_15_214.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\right_2023_03_23_00_37_15_214.jpg, 0, 1, 0, 9.643289
C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\center_2023_03_23_00_37_15_318.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\left_2023_03_23_00_37_15_318.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\right_2023_03_23_00_37_15_318.jpg, 0, 1, 0, 10.75401
C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\center_2023_03_23_00_37_15_422.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\left_2023_03_23_00_37_15_422.jpg, C:\Users\Admin\Downloads\Compressed\simulator-windows-64\data\IMG\right_2023_03_23_00_37_15_422.jpg, 0, 1, 0, 11.82468
